model,target,train_size,n_seeds,RMSE_mean,RMSE_std,RMSE_CI95,MAE_mean,MAE_std,MAE_CI95,Pearson_R_mean,Pearson_R_std,Pearson_R_CI95,R2_mean,R2_std,R2_CI95,n_test_mean
chemprop,pIC50,475,10,0.9043387474664972,0.0409201191709862,0.0253625526263441,0.7000749589247744,0.04063243095678,0.02518424162382,0.7502117495269804,0.0148544240656219,0.0092068674219672,0.5046734794906313,0.0430515953252132,0.0266836552337801,938.0
chemprop,pIC50,500,10,0.8778350343513311,0.0176384532300006,0.0109324265753945,0.6807340325727684,0.0176808524561295,0.0109587058880113,0.758859973328153,0.0081254188079175,0.0050361867536547,0.5270769834597454,0.0215046452823629,0.0133287172357872,913.0
gcn,pIC50,50,10,1.3961308089813478,0.0636069377349864,0.0394239884532894,1.1797801178019287,0.0699424858921927,0.0433508018841705,0.1671910409582778,0.09271670152919,0.0574664069781703,-0.0917238354682922,0.1056949561609999,0.0655104125374396,1363.0
gcn,pIC50,75,10,1.2046931619131234,0.0694290621687644,0.0430325785634941,0.9693819697852673,0.075469124311142,0.0467762478649526,0.4689124554395675,0.0843300779999959,0.0522683238609702,0.1852953612804412,0.0878128067000064,0.0544269414732064,1338.0
gcn,pIC50,100,10,1.144748908145874,0.0490445667018836,0.0303981373762649,0.9092878596482352,0.0473247376257652,0.0293321762711883,0.5429455131292343,0.0545814062219994,0.0338299060650552,0.2658677041530609,0.0605056681572403,0.0375018016545316,1313.0
gcn,pIC50,125,10,1.089594021121604,0.0495296614057718,0.0306988021887185,0.8573036501937686,0.0549044969200094,0.0340301597543741,0.5923259198665619,0.0520246511007547,0.0322452128229783,0.3316720843315124,0.0590845193599201,0.0366209645041976,1288.0
gcn,pIC50,150,10,1.057877783069476,0.040655635327004,0.0251986238414893,0.8306269561492521,0.0402845527815353,0.0249686244969409,0.6232946634292602,0.0361190035072601,0.0223867903081162,0.3679191708564758,0.0467513554184279,0.0289767902971681,1263.0
gcn,pIC50,175,10,1.0241035035672694,0.0273856450182761,0.0169737986363168,0.8048752863402184,0.0299825377701121,0.0185833694395737,0.6503768563270569,0.0211455509344485,0.0131061482530639,0.4070589780807495,0.0315287340581623,0.0195417118276413,1238.0
gcn,pIC50,200,10,1.017031819451429,0.0495060547700369,0.0306841706443025,0.7902470141778447,0.0366925491545506,0.0227422775832688,0.6574720680713654,0.0376122567988075,0.0233123182869835,0.4106970012187957,0.0533515585454095,0.0330676385777695,1213.0
gcn,pIC50,225,10,0.995048883363969,0.0436206237988954,0.0270363427357238,0.7744032178277853,0.0379723502653879,0.0235355065298717,0.6712008357048035,0.0362162666619638,0.0224470746359665,0.4351481914520264,0.0502821349938092,0.0311651901505127,1188.0
gcn,pIC50,250,10,0.9667790841110804,0.0251815303218368,0.0156076741939771,0.7571389564322966,0.0199018875178937,0.0123353176814317,0.6990853488445282,0.0237426311646527,0.0147158352566174,0.4639825761318207,0.0298796475184458,0.0185195974008921,1163.0
gcn,pIC50,275,10,0.965082428070854,0.0326087080534608,0.0202110866448647,0.7499617049022891,0.0260995800890415,0.0161766873348488,0.6974329948425293,0.0299531967967666,0.0185651837158842,0.4656442224979401,0.0349232206879616,0.0216456364381235,1138.0
gcn,pIC50,300,10,0.9448945428594568,0.0432828268154367,0.0268269739962489,0.7305312684854107,0.0370369552980257,0.0229557427225619,0.7123477458953857,0.0265967886994731,0.0164848604243662,0.4856948256492615,0.043545586642179,0.0269898342241479,1113.0
gcn,pIC50,325,10,0.9502593459422548,0.0426287069776406,0.0264215463204223,0.7444185656970012,0.0399319373970327,0.0247500712173442,0.7059750854969025,0.0256632062790721,0.0159062200453021,0.4777576506137848,0.0460476110122259,0.0285406049951847,1088.0
gcn,pIC50,350,10,0.9190731852620344,0.0185689005011852,0.0115091237688423,0.7132458688944608,0.0152328635736117,0.0094414266591281,0.7269782721996307,0.0145348974133486,0.009008822751082,0.5113874197006225,0.0209535554208135,0.0129871482008344,1063.0
gcn,pIC50,375,10,0.9191370296651812,0.0212220276545051,0.0131535490152421,0.7158965359905943,0.016228193455858,0.0100583385115487,0.7271747648715973,0.0137766157257118,0.0085388348918599,0.509573346376419,0.022441943326245,0.0139096605821444,1038.0
gcn,pIC50,400,10,0.9142682476978428,0.0250926148376888,0.0155525638059408,0.7105348309278472,0.0268071629124242,0.0166152517124488,0.728237920999527,0.0194481173137173,0.0120540679950464,0.5101546168327331,0.02929006206694,0.018154168552089,1013.0
gcn,pIC50,425,10,0.9008470088808196,0.0231833514850039,0.0143691901198164,0.7030387983067554,0.0252680547012563,0.0156613025599483,0.7299683094024658,0.0187075474468226,0.0115950580360549,0.5167979300022125,0.0308224786218746,0.0191039701730864,988.0
gcn,pIC50,450,10,0.92131417574626,0.0363059833340421,0.0225026816054266,0.7254913727206749,0.0390254990736429,0.0241882549239105,0.7170230865478515,0.0221037171689486,0.0137000258379691,0.4905587911605835,0.0479604981396622,0.0297262247201697,963.0
