target,model,train_size,n_seeds,RMSE_mean,RMSE_std,RMSE_CI95,MAE_mean,MAE_std,MAE_CI95,Pearson_R_mean,Pearson_R_std,Pearson_R_CI95,R2_mean,R2_std,R2_CI95
homo,gtca_cat,375,10,0.47073859581411354,0.019059603207218827,0.011813264457036891,0.3426687892888656,0.015253074960894142,0.009453953806751007,0.46964230537414553,0.07444872504321236,0.04614379784630505,0.11437234282493587,0.07244434307447317,0.04490146903115615
homo,gtca_cat,400,10,0.46374410438755925,0.012864708180929742,0.007973628739887344,0.33790562420102127,0.012238002652301223,0.007585192628920892,0.5164609014987945,0.04258769073978985,0.026396124192821054,0.14116702675819393,0.047592086886315305,0.029497881059631924
homo,gtca_cat,425,10,0.465615494832331,0.008618860014046374,0.005342024781793325,0.33835849890353686,0.009992772499145958,0.006193584562490064,0.5053713381290436,0.03657109713792037,0.022667000843470297,0.13455391526222224,0.031906269221652336,0.019775710546274028
homo,gtca_cat,450,10,0.46530219954077967,0.01572052053154009,0.009743679573089083,0.3394419545696196,0.015504773091375067,0.009609957924275698,0.5310024708509445,0.02469852159109717,0.015308302281075738,0.1350970387458801,0.058271688502314054,0.03611716671914703
homo,gtca_cat,475,10,0.4696080517219737,0.007227688729645979,0.00447976788646441,0.3436736315840851,0.007067814753405568,0.004380676969376971,0.5158715039491654,0.04637515942646907,0.028743621605649753,0.11973211169242855,0.026996935500552974,0.016732873981175442
homo,gtca_cat,500,10,0.4768777695269445,0.014861802565631025,0.009211440663653106,0.349414103932505,0.013751211977839696,0.00852308948580141,0.5336461424827575,0.019890557293580698,0.012328295135646735,0.09166753888130186,0.05743693683905506,0.03559978227799062
homo,gtca_cat,600,3,0.46230398721597227,0.012183402610367591,0.013786817922412981,0.3382260359871845,0.011456894671076063,0.012964696795948989,0.5661317308743795,0.016022591030861,0.018131268599774448,0.14668869972228996,0.045279906822833796,0.05123903813036676
homo,gtca_cat,700,3,0.4693494216846858,0.008690575581571458,0.009834312056808816,0.34012283030716484,0.007356295369225557,0.008324431858855114,0.5355264544487,0.049597800831310664,0.05612519517589448,0.12068782250086463,0.03272009461832829,0.03702627265417165
homo,gtca_cat,800,3,0.4740991821776907,0.0032804308772160225,0.0037121569940365157,0.3492161644202444,0.007444962378468107,0.008424768025297787,0.5732450485229492,0.017316578257130764,0.019595552991667427,0.10297721624374385,0.0124272322484897,0.01406273713253715
homo,gtca_cat,900,3,0.4618709025491325,0.011391572751200575,0.01289077808502176,0.3425135655023818,0.010493986647287927,0.011875063790740685,0.6125289003054301,0.009565499579502016,0.010824381764031131,0.14833547671635944,0.04169505459461016,0.047182395948385664
homo,gtca_cat,1000,3,0.4438390658140076,0.01756344462856489,0.01987490858903009,0.31995139281307183,0.009716752521041058,0.010995540579997179,0.570134162902832,0.10537369655986033,0.11924156286570894,0.21303504705429077,0.062181861370529085,0.07036540022593443
homo,gtca_cat,1500,3,0.4401966898570024,0.01207453581403998,0.013663623545048487,0.32368700681107326,0.008212475833228974,0.009293291260734965,0.6485481262207031,0.025948555983279647,0.02936355533277601,0.22631784280141187,0.04271160975438868,0.04833273640286836
homo,gtca_cat,2000,3,0.4202182084285783,0.018881233890687476,0.021366127520064566,0.30471627829379105,0.015892213221811023,0.01798373221999779,0.6737306515375773,0.021586886357945544,0.02442786151346241,0.2943569223086039,0.06313721238461417,0.07144648166963355
homo,gtca_cat,2500,3,0.42748845762217313,0.014431788333263898,0.01633110588303132,0.3166189781519349,0.015469962050832488,0.017505910038626806,0.6943022807439169,0.01324467255472604,0.014987757919007074,0.2701562245686849,0.049318424535473776,0.0558090511358655
