dataset,target,train_size,seed,n_models,best_single_rmse,best_single_model,all_ensemble_rmse,all_ens_improvement_pct,cross_fam_rmse,top3,top5,fam_GNN,fam_Transformer,fam_3D,fam_Tree,fam_Other
lipo,exp,400,5,3,0.93164396,chemberta2,0.8905682,4.408955,,0.8905682,,,0.8905682,,,
lipo,exp,325,4,3,0.90500575,molformer,0.88155466,2.5912642,,0.88155466,,,0.88155466,,,
lipo,exp,275,8,3,0.9972829,molformer,0.9428842,5.454693,,0.9428842,,,0.9428842,,,
lipo,exp,150,6,3,1.0958263,molformer,1.0778065,1.6444026,,1.0778065,,,1.0778065,,,
lipo,exp,375,3,3,0.9572467,molformer,0.92570204,3.2953558,,0.92570204,,,0.92570204,,,
lipo,exp,450,2,3,0.90598273,molformer,0.8857977,2.2279732,,0.8857977,,,0.8857977,,,
lipo,exp,900,1,3,0.76671994,molformer,0.7382428,3.7141504,,0.7382428,,,0.7382428,,,
lipo,exp,450,5,3,0.90371805,chemberta2,0.86916155,3.823815,,0.8691616,,,0.8691616,,,
lipo,exp,375,4,3,0.91432655,chemberta2,0.87428135,4.379749,,0.87428135,,,0.87428135,,,
lipo,exp,225,8,3,0.96899897,molformer,0.93537813,3.469646,,0.93537813,,,0.93537813,,,
lipo,exp,700,0,3,0.8128496,chemberta2,0.7796479,4.084605,,0.7796479,,,0.7796479,,,
lipo,exp,250,3,3,0.962941,molformer,0.9546822,0.8576662,,0.9546822,,,0.9546822,,,
lipo,exp,325,7,3,0.96015364,molformer,0.9217044,4.004487,,0.9217044,,,0.9217044,,,
lipo,exp,425,9,3,0.90200365,chemberta2,0.86456484,4.150627,,0.86456484,,,0.86456484,,,
lipo,exp,300,8,3,0.923791,molformer,0.9143516,1.0218122,,0.9143516,,,0.9143516,,,
lipo,exp,250,4,3,0.96436805,molformer,0.97402364,-1.0012355,,0.97402364,,,0.97402364,,,
lipo,exp,325,0,3,0.96754664,molformer,0.9768431,-0.96082985,,0.9768431,,,0.9768431,,,
lipo,exp,450,6,3,0.90863323,chemberta2,0.8685377,4.412728,,0.8685377,,,0.8685377,,,
lipo,exp,900,2,3,0.7983007,molformer,0.77011234,3.531044,,0.77011234,,,0.77011234,,,
lipo,exp,475,9,3,0.8902785,chemberta2,0.84019864,5.6251926,,0.84019864,,,0.84019864,,,
lipo,exp,350,8,3,0.93681306,chemberta2,0.89280957,4.697147,,0.89280957,,,0.89280957,,,
lipo,exp,450,1,3,0.85365295,molformer,0.8785917,-2.921417,,0.8785917,,,0.8785917,,,
lipo,exp,300,5,3,0.9927479,chemberta2,0.9406137,5.2515063,,0.9406137,,,0.9406137,,,
lipo,exp,275,1,3,0.9801866,molformer,0.98525614,-0.5172029,,0.98525614,,,0.98525614,,,
lipo,exp,150,8,3,1.0343316,molformer,1.0218492,1.2068088,,1.0218492,,,1.0218492,,,
lipo,exp,300,2,3,0.90812683,molformer,0.93467337,-2.9232192,,0.93467337,,,0.93467337,,,
lipo,exp,275,6,3,1.0646645,chemberta2,1.0400889,2.3082945,,1.0400889,,,1.0400889,,,
lipo,exp,50,4,15,1.0962456,krovex,1.1464344,-4.5782423,1.1374611854553223,1.0607643,1.0932283401489258,1.080938696861267,1.1909895,,1.250522494316101,1.1901817321777344
lipo,exp,125,7,3,1.084199,molformer,1.0763876,0.7204681,,1.0763876,,,1.0763876,,,
lipo,exp,475,4,3,0.8819387,chemberta2,0.8580348,2.7103817,,0.8580348,,,0.8580348,,,
lipo,exp,225,1,3,1.0055932,molformer,1.0146501,-0.90065503,,1.0146501,,,1.0146501,,,
lipo,exp,125,0,3,1.0416604,molformer,1.0255424,1.5473421,,1.0255424,,,1.0255424,,,
lipo,exp,75,2,3,1.047538,molformer,1.0827622,-3.36257,,1.0827622,,,1.0827622,,,
lipo,exp,475,3,3,0.89756864,molformer,0.8952953,0.25327545,,0.8952953,,,0.8952953,,,
lipo,exp,225,6,3,1.0234045,molformer,1.0216163,0.1747246,,1.0216163,,,1.0216163,,,
lipo,exp,300,1,3,0.96309674,molformer,0.9653205,-0.23089993,,0.9653205,,,0.9653205,,,
lipo,exp,425,0,3,0.8950858,molformer,0.8591751,4.0119867,,0.8591751,,,0.8591751,,,
lipo,exp,275,5,3,1.0075088,chemberta2,0.96707034,4.0137033,,0.96707034,,,0.96707034,,,
lipo,exp,400,8,3,0.91758007,molformer,0.872776,4.882854,,0.872776,,,0.872776,,,
lipo,exp,175,3,3,1.0070636,molformer,1.0104178,-0.33306652,,1.0104178,,,1.0104178,,,
lipo,exp,425,7,3,0.9169506,molformer,0.8833545,3.6638942,,0.8833545,,,0.8833545,,,
lipo,exp,300,6,3,0.9540576,molformer,0.9666907,-1.3241491,,0.9666907,,,0.9666907,,,
lipo,exp,275,2,3,0.9530477,molformer,0.932048,2.2034228,,0.932048,,,0.932048,,,
lipo,exp,800,0,3,0.8013618,molformer,0.7680497,4.1569343,,0.7680497,,,0.7680497,,,
lipo,exp,175,4,3,1.0122095,molformer,0.9930177,1.8960364,,0.9930177,,,0.9930177,,,
lipo,exp,350,1,3,0.9020188,molformer,0.9133017,-1.2508521,,0.9133017,,,0.9133017,,,
lipo,exp,475,0,3,0.87291735,chemberta2,0.83253956,4.625615,,0.83253956,,,0.83253956,,,
lipo,exp,375,9,3,0.9210712,molformer,0.90132064,2.1443007,,0.90132064,,,0.90132064,,,
lipo,exp,125,3,3,1.0432082,molformer,1.0614169,-1.7454447,,1.0614169,,,1.0614169,,,
lipo,exp,600,2,3,0.87503433,chemberta2,0.8362523,4.4320617,,0.8362523,,,0.8362523,,,
lipo,exp,475,7,3,0.90755117,molformer,0.86544263,4.639797,,0.86544263,,,0.86544263,,,
lipo,exp,350,6,3,0.92428416,molformer,0.9030831,2.2937832,,0.9030831,,,0.9030831,,,
lipo,exp,125,4,3,1.0771042,chemberta2,1.043067,3.1600688,,1.043067,,,1.043067,,,
lipo,exp,125,9,3,1.0443542,chemberta2,1.008141,3.467517,,1.008141,,,1.008141,,,
lipo,exp,400,1,3,0.91973656,molformer,0.9075017,1.3302578,,0.9075017,,,0.9075017,,,
lipo,exp,150,2,3,1.0044854,molformer,1.0251707,-2.0592947,,1.0251707,,,1.0251707,,,
lipo,exp,400,6,3,0.9228001,molformer,0.8870122,3.8781898,,0.8870122,,,0.8870122,,,
lipo,exp,150,5,3,1.1163771,chemberta2,1.1261142,-0.8722083,,1.1261142,,,1.1261142,,,
lipo,exp,375,0,3,0.9535378,chemberta2,0.8922206,6.4304953,,0.8922206,,,0.8922206,,,
lipo,exp,375,7,3,0.94869596,molformer,0.9000999,5.122409,,0.9000999,,,0.9000999,,,
lipo,exp,425,3,3,0.9019388,molformer,0.90112656,0.09005406,,0.90112656,,,0.90112656,,,
lipo,exp,175,0,3,1.0029263,molformer,0.9749697,2.7875092,,0.9749697,,,0.9749697,,,
lipo,exp,250,9,3,0.9525509,molformer,0.90099555,5.412345,,0.90099555,,,0.90099555,,,
lipo,exp,425,4,3,0.8916598,chemberta2,0.8672198,2.7409546,,0.8672198,,,0.8672198,,,
lipo,exp,175,7,3,1.0470736,chemberta2,1.0212013,2.4709198,,1.0212013,,,1.0212013,,,
lipo,exp,350,2,3,0.895288,molformer,0.8859744,1.040289,,0.8859744,,,0.8859744,,,
lipo,exp,600,1,3,0.82630986,chemberta2,0.8009733,3.0662303,,0.8009733,,,0.8009733,,,
lipo,exp,350,5,3,0.966062,molformer,0.9308977,3.6399627,,0.9308977,,,0.9308977,,,
lipo,exp,325,9,3,0.9439838,molformer,0.9156282,3.0038226,,0.9156282,,,0.9156282,,,
lipo,exp,225,2,3,0.9385717,molformer,0.9257212,1.369151,,0.9257212,,,0.9257212,,,
lipo,exp,225,5,3,1.0250058,molformer,0.97512454,4.8664384,,0.97512454,,,0.97512454,,,
lipo,exp,450,8,3,0.89084584,chemberta2,0.8507137,4.5049505,,0.8507137,,,0.8507137,,,
lipo,exp,150,4,3,1.0004537,molformer,0.99615675,0.42950097,,0.99615675,,,0.99615675,,,
lipo,exp,400,7,3,0.9282847,molformer,0.8920561,3.9027464,,0.8920561,,,0.8920561,,,
lipo,exp,150,3,3,1.079025,molformer,1.0428118,3.356111,,1.0428118,,,1.0428118,,,
lipo,exp,400,0,3,0.92212963,chemberta2,0.87683445,4.912019,,0.87683445,,,0.87683445,,,
lipo,exp,375,6,3,0.9151725,molformer,0.9053682,1.0713072,,0.9053682,,,0.9053682,,,
lipo,exp,375,1,3,0.8995328,molformer,0.89100534,0.94798744,,0.89100534,,,0.89100534,,,
lipo,exp,125,8,3,1.0137565,molformer,1.024153,-1.0255402,,1.024153,,,1.024153,,,
lipo,exp,325,8,3,0.95794517,chemberta2,0.8901637,7.0757127,,0.8901637,,,0.8901637,,,
lipo,exp,225,4,3,0.9644821,molformer,0.9864886,-2.2816858,,0.9864886,,,0.9864886,,,
lipo,exp,450,9,3,0.9060555,chemberta2,0.8529898,5.856785,,0.8529898,,,0.8529898,,,
lipo,exp,225,3,3,0.9780812,molformer,0.9601018,1.8382362,,0.9601018,,,0.9601018,,,
lipo,exp,800,2,3,0.8064218,chemberta2,0.7657434,5.0443134,,0.7657434,,,0.7657434,,,
lipo,exp,175,6,3,1.0756481,molformer,1.0734484,0.20449531,,1.0734484,,,1.0734484,,,
lipo,exp,250,8,3,0.9871705,molformer,0.951497,3.613712,,0.951497,,,0.951497,,,
lipo,exp,425,5,3,0.9073998,chemberta2,0.8584942,5.389637,,0.8584942,,,0.8584942,,,
lipo,exp,175,1,3,1.1078926,molformer,1.1309664,-2.082674,,1.1309664,,,1.1309664,,,
lipo,exp,425,2,3,0.8792305,molformer,0.8665937,1.4372545,,0.8665937,,,0.8665937,,,
lipo,exp,350,4,3,0.9219099,chemberta2,0.8824792,4.2770705,,0.8824792,,,0.8824792,,,
lipo,exp,600,0,3,0.8612744,chemberta2,0.81100565,5.8365564,,0.81100565,,,0.81100565,,,
lipo,exp,350,3,3,0.9374515,molformer,0.92654413,1.163511,,0.92654413,,,0.92654413,,,
lipo,exp,75,0,3,1.0698217,molformer,1.0710174,-0.1117634,,1.0710174,,,1.0710174,,,
lipo,exp,75,3,3,1.1337075,molformer,1.1404837,-0.5977039,,1.1404837,,,1.1404837,,,
lipo,exp,75,5,3,1.109196,chemberta2,1.0896044,1.7662858,,1.0896044,,,1.0896044,,,
lipo,exp,75,9,3,1.0580009,molformer,1.0923171,-3.2434926,,1.0923171,,,1.0923171,,,
lipo,exp,75,6,3,1.1623526,chemberta2,1.1336719,2.4674685,,1.1336719,,,1.1336719,,,
